Unnamed: 0,temperature,humidity,wind speed,precipitation (%),cloud cover,atmospheric pressure,uv index,season,visibility (km),location,weather type
12055,10.0,61,13.0,11.0,partly cloudy,1018.34,4,Winter,7.0,coastal,0
286,13.0,76,0.0,12.0,partly cloudy,1006.38,3,Spring,5.5,inland,0
10247,-4.0,71,0.5,84.0,overcast,983.17,0,Winter,2.5,mountain,3
4372,16.0,60,19.5,83.0,overcast,1006.72,3,Autumn,1.0,coastal,1
934,24.0,71,12.0,59.0,overcast,1004.05,2,Winter,1.0,coastal,1
4599,22.0,73,17.5,73.0,overcast,1001.52,3,Autumn,3.0,coastal,1
1066,1.0,60,18.5,64.0,overcast,994.13,0,Winter,5.0,mountain,3
8962,-6.0,64,7.0,75.0,overcast,993.21,0,Winter,4.0,mountain,3
7367,27.0,69,14.0,13.0,partly cloudy,1000.76,2,Spring,8.0,coastal,0
7583,41.0,61,0.0,9.0,clear,1025.18,8,Spring,5.5,mountain,2
8798,0.0,73,11.0,99.0,partly cloudy,997.11,1,Winter,4.0,mountain,3
4077,-3.0,86,14.5,78.0,overcast,982.95,1,Winter,1.5,mountain,3
5630,34.0,53,7.0,22.0,partly cloudy,1004.25,3,Winter,7.0,inland,0
8139,32.0,52,14.5,24.0,partly cloudy,1009.8,4,Winter,7.0,inland,0
10400,12.0,54,7.0,16.0,partly cloudy,1008.7,2,Summer,6.0,coastal,0
5285,30.0,99,14.0,96.0,overcast,1000.84,2,Summer,3.0,mountain,1
1655,16.0,71,9.5,17.0,partly cloudy,1014.68,4,Summer,6.0,coastal,0
2290,24.0,88,7.0,64.0,overcast,1000.3,1,Winter,3.0,coastal,1
2479,4.0,91,13.5,84.0,overcast,997.14,1,Winter,5.0,inland,3
2996,30.0,67,1.0,43.0,partly cloudy,1007.76,1,Autumn,8.5,mountain,0
12008,25.0,33,8.5,9.0,partly cloudy,1020.85,7,Autumn,5.5,mountain,2
9419,29.0,57,8.5,0.0,clear,1015.11,7,Autumn,6.5,inland,2
5584,-4.0,69,3.0,69.0,overcast,996.15,0,Winter,1.5,mountain,3
1308,0.0,60,14.0,98.0,overcast,988.07,1,Winter,1.5,mountain,3
1015,3.0,95,15.5,67.0,overcast,992.03,1,Winter,1.0,inland,3
5108,11.0,79,6.5,41.0,partly cloudy,1017.28,3,Spring,7.5,inland,0
7747,28.0,63,2.5,29.0,partly cloudy,1004.93,4,Winter,5.0,inland,0
1762,31.0,60,8.5,30.0,partly cloudy,1001.67,2,Summer,6.5,inland,0
7399,16.0,88,5.5,97.0,partly cloudy,1016.96,1,Autumn,3.0,mountain,1
87,27.0,43,1.0,8.0,clear,1022.48,9,Summer,9.0,mountain,2
7815,-6.0,99,18.0,52.0,overcast,981.14,0,Winter,2.0,mountain,3
3475,28.0,54,0.0,28.0,overcast,1002.12,3,Spring,6.0,coastal,0
4811,41.0,22,2.0,8.0,partly cloudy,1014.62,7,Spring,5.5,mountain,2
12686,29.0,59,8.5,8.0,partly cloudy,1012.14,9,Winter,7.0,mountain,2
1990,30.0,65,12.5,88.0,overcast,996.55,1,Autumn,3.5,inland,1
5770,32.0,65,18.5,81.0,overcast,1009.67,2,Spring,5.0,inland,1
11979,13.0,69,8.0,85.0,overcast,994.41,1,Spring,5.0,mountain,1
7613,21.0,70,13.0,84.0,overcast,999.55,0,Summer,2.5,inland,1
1352,26.0,68,5.0,44.0,overcast,1005.29,3,Autumn,7.5,coastal,0
11245,12.0,57,10.5,33.0,overcast,1013.83,1,Spring,7.5,inland,0
4345,23.0,82,16.0,72.0,overcast,1002.16,2,Summer,4.0,mountain,1
9761,36.0,37,7.5,1.0,clear,1025.02,6,Summer,9.0,mountain,2
1842,24.0,96,15.0,96.0,overcast,1006.18,1,Winter,1.5,mountain,1
9746,31.0,64,5.0,0.0,clear,1026.76,8,Summer,10.0,inland,2
11959,10.0,91,14.5,86.0,overcast,1007.81,2,Winter,3.5,inland,1
3264,-4.0,65,7.5,58.0,partly cloudy,989.56,1,Winter,4.5,inland,3
8368,0.0,76,2.0,94.0,overcast,983.7,1,Winter,4.0,inland,3
1981,34.0,36,3.0,2.0,clear,1023.66,9,Spring,9.0,coastal,2
4558,15.0,97,12.5,79.0,overcast,1003.91,0,Spring,1.5,mountain,1
5058,14.0,59,10.5,36.0,partly cloudy,1007.53,1,Autumn,8.5,coastal,0
5195,-5.0,77,6.0,63.0,overcast,985.51,0,Winter,4.5,inland,3
512,26.0,83,10.5,72.0,overcast,1004.7,1,Summer,8.0,coastal,0
11129,30.0,21,5.5,2.0,partly cloudy,1013.06,5,Winter,6.0,coastal,2
3709,22.0,68,18.0,53.0,overcast,1016.33,3,Summer,5.0,inland,1
8398,13.0,95,13.5,51.0,overcast,991.54,0,Summer,2.5,mountain,1
7120,32.0,85,13.0,85.0,partly cloudy,1007.23,1,Summer,4.5,coastal,1
12973,23.0,76,12.5,52.0,overcast,1011.87,3,Winter,4.0,mountain,1
3876,42.0,24,3.0,6.0,clear,1012.91,5,Spring,7.5,coastal,2
3434,38.0,68,8.5,16.0,clear,1013.57,5,Spring,5.5,mountain,2
598,22.0,57,5.0,2.0,clear,1026.21,5,Autumn,8.0,mountain,2
1664,1.0,85,4.0,59.0,overcast,983.49,1,Winter,3.5,inland,3
2854,10.0,75,11.5,13.0,overcast,1018.93,2,Spring,8.5,mountain,0
12726,14.0,72,19.0,52.0,overcast,1012.03,3,Spring,2.5,coastal,1
7967,20.0,93,5.0,89.0,overcast,996.52,2,Spring,2.5,coastal,1
2212,16.0,69,3.0,21.0,partly cloudy,1005.7,1,Winter,7.0,inland,0
8329,28.0,59,4.5,17.0,partly cloudy,1016.04,1,Winter,6.5,coastal,0
956,34.0,63,19.0,61.0,overcast,1001.99,3,Autumn,3.0,inland,1
7910,34.0,97,2.0,97.0,partly cloudy,1006.49,6,Winter,3.5,mountain,0
5534,34.0,38,5.0,12.0,clear,1019.28,5,Spring,7.0,coastal,2
9791,42.0,67,8.0,8.0,partly cloudy,1025.56,5,Summer,6.5,inland,2
8235,26.0,67,16.5,98.0,overcast,996.93,1,Summer,1.5,inland,1
11955,26.0,74,14.5,46.0,partly cloudy,1011.1,1,Summer,5.5,coastal,0
11456,32.0,78,11.5,22.0,partly cloudy,1014.21,2,Autumn,6.5,coastal,0
1297,18.0,53,12.0,49.0,partly cloudy,1008.45,4,Winter,9.0,inland,0
7066,33.0,61,0.5,40.0,overcast,1013.71,3,Winter,7.0,inland,0
9582,40.0,26,6.5,4.0,partly cloudy,1021.59,6,Spring,9.5,mountain,2
587,4.0,81,9.0,72.0,partly cloudy,995.05,0,Winter,2.5,inland,3
1938,20.0,65,3.0,4.0,clear,1013.44,7,Spring,6.0,coastal,2
10795,13.0,91,11.0,92.0,overcast,1001.67,8,Spring,7.5,inland,0
11279,13.0,77,11.0,97.0,partly cloudy,1007.21,3,Spring,4.5,inland,1
3370,44.0,35,7.0,2.0,partly cloudy,1011.3,6,Spring,6.5,inland,2
9851,40.0,52,3.5,3.0,clear,1028.94,7,Winter,6.0,mountain,2
11610,11.0,75,14.5,36.0,overcast,1002.81,4,Summer,8.0,coastal,0
1289,27.0,63,6.0,80.0,overcast,1005.8,0,Winter,3.5,coastal,1
5429,32.0,25,1.5,1.0,clear,1010.97,6,Summer,9.5,inland,2
13129,14.0,51,0.5,14.0,partly cloudy,1017.63,4,Autumn,6.5,inland,0
13051,33.0,38,3.5,7.0,clear,1022.17,7,Summer,7.5,inland,2
9529,-10.0,97,11.5,64.0,overcast,999.81,0,Winter,4.0,mountain,3
4419,30.0,78,19.0,55.0,partly cloudy,996.14,3,Spring,4.5,coastal,1
6141,29.0,71,1.5,17.0,overcast,1005.52,1,Spring,8.5,coastal,0
2939,39.0,68,7.0,14.0,clear,1010.04,10,Summer,10.0,coastal,2
6960,29.0,80,6.5,97.0,overcast,1006.74,2,Autumn,4.0,mountain,1
13074,32.0,70,10.5,61.0,partly cloudy,1015.92,0,Winter,1.0,coastal,1
981,33.0,99,16.5,89.0,overcast,1015.58,2,Autumn,4.5,mountain,1
5506,42.0,44,9.5,18.0,clear,1020.59,8,Autumn,9.5,coastal,2
11600,20.0,85,12.5,77.0,overcast,1008.58,1,Winter,4.0,mountain,1
4971,41.0,25,4.5,2.0,partly cloudy,1014.63,6,Spring,7.0,inland,2
10455,14.0,68,13.0,63.0,overcast,992.68,3,Autumn,4.0,inland,1
795,-9.0,85,15.0,88.0,overcast,983.37,1,Winter,4.5,inland,3
8490,-9.0,93,12.0,74.0,overcast,988.5,1,Winter,2.0,mountain,3
6001,18.0,57,2.5,22.0,partly cloudy,1003.67,2,Summer,8.5,coastal,0
5567,23.0,22,0.5,12.0,partly cloudy,1027.46,7,Winter,6.5,inland,2
10808,31.0,78,14.5,59.0,partly cloudy,997.11,2,Winter,5.0,mountain,1
9960,31.0,53,6.0,14.0,overcast,1018.54,2,Autumn,8.0,mountain,0
11233,29.0,29,8.5,63.0,overcast,998.67,1,Summer,0.0,mountain,0
1396,30.0,57,5.5,26.0,overcast,1001.03,3,Spring,8.5,inland,0
6936,-1.0,85,4.0,83.0,overcast,999.49,0,Winter,3.0,mountain,3
5153,-6.0,62,17.5,94.0,overcast,990.21,0,Winter,2.0,inland,3
1777,-10.0,83,0.0,81.0,overcast,983.7,1,Winter,2.0,mountain,3
12111,32.0,57,5.0,45.0,partly cloudy,1006.4,4,Spring,8.5,inland,0
13116,-2.0,76,11.5,60.0,overcast,995.83,0,Winter,3.5,inland,3
6679,11.0,94,9.5,77.0,partly cloudy,1013.56,0,Summer,3.0,inland,1
9947,0.0,76,0.5,71.0,overcast,996.17,0,Winter,1.5,inland,3
6715,42.0,39,4.0,19.0,clear,1021.36,9,Winter,8.5,inland,2
10213,19.0,76,5.0,13.0,partly cloudy,1004.78,3,Autumn,8.5,coastal,0
1217,14.0,94,11.0,63.0,overcast,1000.9,2,Winter,4.0,inland,1
2098,-9.0,81,2.0,57.0,overcast,994.24,1,Winter,1.0,inland,3
9180,30.0,39,9.5,13.0,clear,1029.82,9,Winter,8.5,coastal,2
787,25.0,67,7.5,62.0,overcast,1008.04,3,Autumn,2.0,mountain,1
3215,4.0,71,19.0,61.0,overcast,980.33,0,Winter,4.0,inland,3
8151,4.0,87,4.5,66.0,overcast,998.15,1,Winter,1.0,inland,3
9533,26.0,62,15.5,85.0,overcast,1018.07,0,Winter,3.5,coastal,1
4150,-5.0,68,9.5,83.0,overcast,991.85,0,Winter,3.0,mountain,3
2702,28.0,50,8.0,42.0,overcast,1003.81,3,Spring,6.5,inland,0
452,14.0,96,16.0,59.0,overcast,1016.65,2,Spring,4.0,inland,1
9255,29.0,58,8.5,13.0,clear,1013.44,5,Spring,7.5,coastal,2
3561,27.0,87,18.5,63.0,overcast,992.66,2,Summer,1.0,inland,1
7106,0.0,62,16.5,55.0,overcast,998.86,1,Winter,3.0,inland,3
4491,35.0,78,9.0,89.0,partly cloudy,1014.22,8,Autumn,8.5,coastal,2
8541,-2.0,79,9.0,74.0,overcast,980.39,1,Winter,3.5,mountain,3
10295,20.0,99,7.0,74.0,overcast,1008.48,3,Winter,4.5,mountain,1
9845,30.0,59,8.5,5.0,clear,1011.78,6,Spring,6.0,coastal,2
590,32.0,91,5.5,67.0,overcast,1004.63,3,Summer,2.0,mountain,1
5145,31.0,88,15.0,51.0,overcast,995.1,3,Spring,1.5,inland,1
10096,21.0,98,15.0,75.0,overcast,1002.2,1,Winter,4.5,mountain,1
4188,-6.0,75,1.0,87.0,overcast,987.57,0,Winter,3.5,inland,3
9341,35.0,64,3.5,5.0,clear,1019.68,7,Summer,7.5,inland,2
1472,24.0,50,9.5,10.0,partly cloudy,1010.49,7,Spring,7.0,coastal,2
5518,28.0,43,1.5,4.0,clear,1014.25,9,Winter,7.0,inland,2
12901,27.0,55,7.0,48.0,partly cloudy,1007.5,1,Summer,6.5,coastal,0
7803,1.0,73,7.5,91.0,overcast,997.63,1,Winter,1.0,inland,3
3223,25.0,63,10.5,37.0,partly cloudy,1007.63,2,Summer,7.5,coastal,0
2472,12.0,64,1.5,21.0,overcast,1008.37,4,Spring,5.5,coastal,0
9560,-5.0,61,15.0,79.0,overcast,995.6,0,Winter,3.5,inland,3
7684,16.0,71,16.5,89.0,clear,1016.59,6,Autumn,8.0,mountain,2
4834,-7.0,69,4.0,89.0,overcast,985.7,1,Winter,4.0,mountain,3
6147,19.0,79,9.5,21.0,partly cloudy,1018.91,1,Winter,7.5,inland,0
6917,32.0,61,13.5,47.0,partly cloudy,1003.38,4,Summer,5.5,coastal,0
4719,33.0,88,15.0,98.0,partly cloudy,1002.06,3,Winter,4.5,coastal,1
8887,-10.0,73,7.5,98.0,overcast,989.12,1,Winter,2.5,mountain,3
3296,-9.0,95,19.0,82.0,overcast,988.4,1,Winter,5.0,mountain,3
469,-8.0,89,7.0,75.0,partly cloudy,987.39,1,Winter,4.0,inland,3
1767,36.0,86,18.5,76.0,partly cloudy,1009.0,9,Winter,5.0,mountain,0
6547,40.0,97,13.0,100.0,overcast,1010.52,3,Spring,2.5,inland,0
6185,20.0,64,5.0,64.0,partly cloudy,1013.05,1,Winter,2.5,inland,1
5830,39.0,50,2.0,2.0,clear,1026.92,6,Winter,9.0,mountain,2
4927,18.0,65,0.5,14.0,partly cloudy,1000.41,3,Winter,6.5,coastal,0
9229,13.0,69,15.0,93.0,overcast,994.69,1,Autumn,2.5,coastal,1
8967,29.0,80,11.5,65.0,partly cloudy,1012.85,1,Summer,4.5,mountain,1
1035,32.0,67,8.5,19.0,overcast,1015.46,2,Spring,8.0,inland,0
3004,34.0,21,6.5,3.0,partly cloudy,1014.34,7,Autumn,5.5,mountain,2
7348,35.0,49,3.0,6.0,partly cloudy,1015.29,5,Autumn,10.0,coastal,2
13142,-9.0,88,13.0,51.0,overcast,993.69,1,Winter,1.0,inland,3
7101,15.0,62,12.0,10.0,overcast,1019.54,4,Autumn,8.5,inland,0
2658,4.0,93,6.0,57.0,overcast,983.35,1,Winter,3.0,inland,3
2237,4.0,83,6.0,67.0,overcast,984.43,0,Winter,4.5,inland,3
3875,4.0,85,7.5,62.0,overcast,993.04,0,Winter,4.0,inland,3
5674,11.0,50,8.0,22.0,overcast,1013.91,3,Spring,6.0,mountain,0
6193,13.0,52,9.5,42.0,partly cloudy,1012.28,3,Winter,5.0,mountain,0
3913,34.0,55,14.0,36.0,overcast,1003.77,1,Summer,9.0,mountain,0
12804,32.0,52,4.5,40.0,partly cloudy,1007.6,4,Spring,8.5,coastal,0
11712,2.0,96,2.0,83.0,overcast,993.76,1,Winter,4.5,mountain,3
11770,12.0,54,15.0,45.0,partly cloudy,1013.5,1,Autumn,8.5,coastal,0
151,-9.0,90,1.5,97.0,overcast,999.08,1,Winter,4.5,mountain,3
218,32.0,63,3.0,46.0,partly cloudy,1006.96,1,Summer,8.5,inland,0
12457,29.0,62,10.0,97.0,overcast,1005.08,1,Winter,3.5,mountain,1
7537,40.0,23,8.0,19.0,clear,1015.43,6,Winter,7.0,mountain,2
6135,25.0,66,8.0,91.0,overcast,992.8,2,Spring,5.0,inland,1
11168,0.0,68,12.0,67.0,overcast,996.96,1,Winter,4.5,mountain,3
13120,2.0,72,15.0,99.0,overcast,998.03,1,Winter,4.5,mountain,3
6791,17.0,59,3.5,41.0,partly cloudy,1015.78,2,Winter,6.0,mountain,0
1453,-4.0,67,5.5,62.0,overcast,987.01,1,Winter,4.5,mountain,3
294,-2.0,72,9.5,98.0,overcast,991.7,1,Winter,1.5,mountain,3
1924,38.0,26,6.5,15.0,clear,1013.49,6,Winter,9.0,inland,2
12416,-3.0,72,12.0,61.0,overcast,988.7,1,Winter,4.0,mountain,3
5198,27.0,98,17.5,76.0,partly cloudy,1019.41,3,Winter,4.0,coastal,1
4273,15.0,84,18.0,79.0,overcast,1013.61,1,Autumn,2.0,mountain,1
8619,0.0,88,17.5,53.0,overcast,990.39,1,Winter,4.5,inland,3
12435,20.0,66,8.5,12.0,clear,1013.18,10,Summer,6.0,mountain,2
1927,-2.0,74,0.5,37.0,overcast,993.32,2,Winter,4.5,inland,2
4251,11.0,61,4.0,22.0,partly cloudy,1000.66,4,Winter,8.0,mountain,0
5384,-2.0,62,18.5,52.0,overcast,993.0,1,Winter,2.5,mountain,3
13058,23.0,87,9.5,67.0,overcast,1015.28,0,Spring,3.0,inland,1
1129,21.0,54,0.0,16.0,overcast,1018.63,3,Autumn,5.5,coastal,0
3266,41.0,23,8.5,5.0,clear,1026.96,10,Autumn,6.0,inland,2
2152,-2.0,88,5.5,77.0,overcast,988.18,0,Winter,4.0,mountain,3
9657,28.0,96,7.0,94.0,overcast,992.97,1,Spring,1.5,coastal,1
11223,34.0,68,8.5,74.0,partly cloudy,1001.65,2,Summer,2.5,coastal,1
2719,15.0,86,12.0,56.0,overcast,1004.64,2,Autumn,2.0,coastal,1
10658,-7.0,64,19.5,82.0,overcast,999.17,0,Winter,3.5,mountain,3
2935,25.0,57,10.0,0.0,clear,1017.98,5,Winter,6.5,coastal,2
4173,16.0,63,10.5,29.0,partly cloudy,1013.99,2,Spring,8.5,coastal,0
4795,33.0,70,3.0,10.0,overcast,1003.22,2,Autumn,5.5,inland,0
8236,24.0,27,7.0,4.0,clear,1026.45,5,Spring,6.5,inland,2
11232,14.0,84,13.0,56.0,overcast,1001.65,3,Spring,5.0,mountain,1
11604,28.0,63,9.0,31.0,overcast,1002.26,4,Summer,6.0,mountain,0
2663,2.0,82,16.0,63.0,overcast,994.84,1,Winter,4.5,mountain,3
1860,27.0,63,9.0,72.0,overcast,1000.61,0,Summer,4.0,coastal,1
3518,25.0,53,10.5,39.0,overcast,1008.15,3,Spring,8.5,mountain,0
7109,18.0,70,16.5,63.0,overcast,1018.35,3,Winter,3.5,inland,1
12915,34.0,66,4.5,1.0,clear,1022.74,6,Winter,5.5,mountain,2
13111,-2.0,83,0.0,82.0,overcast,988.61,0,Winter,2.0,inland,3
10172,15.0,76,13.5,15.0,partly cloudy,1008.07,3,Winter,7.5,mountain,0
5989,23.0,64,9.0,9.0,partly cloudy,1022.48,10,Summer,5.5,mountain,2
8251,20.0,51,3.0,29.0,overcast,1003.1,1,Summer,8.5,coastal,0
5361,17.0,73,18.0,53.0,overcast,1018.22,0,Autumn,3.0,inland,1
12821,27.0,60,3.5,5.0,partly cloudy,1028.32,6,Summer,6.5,coastal,2
6549,-3.0,73,8.0,72.0,overcast,987.45,1,Winter,2.0,mountain,3
12059,28.0,72,8.0,75.0,partly cloudy,1017.73,1,Spring,4.0,inland,1
4604,22.0,75,10.0,88.0,overcast,1018.77,3,Summer,1.0,inland,1
6757,28.0,96,15.5,71.0,partly cloudy,1008.96,2,Winter,1.0,coastal,1
2428,32.0,75,11.5,84.0,overcast,994.01,2,Autumn,2.5,inland,1
689,25.0,51,3.5,6.0,clear,1021.18,10,Winter,7.5,mountain,2
7155,14.0,78,15.0,17.0,overcast,1010.49,2,Spring,9.0,coastal,0
1462,25.0,84,15.5,91.0,clear,1018.5,6,Summer,8.0,inland,2
1988,32.0,96,15.0,66.0,overcast,992.73,1,Autumn,4.0,mountain,1
6767,35.0,29,0.0,3.0,clear,1021.91,7,Winter,9.5,inland,2
8675,-7.0,67,7.5,89.0,overcast,998.9,0,Winter,4.0,mountain,3
8390,32.0,63,13.5,18.0,partly cloudy,1014.83,2,Spring,6.5,mountain,0
7972,29.0,74,11.5,17.0,partly cloudy,1019.18,1,Summer,7.0,mountain,0
7159,21.0,50,2.5,42.0,partly cloudy,1014.07,4,Winter,5.5,mountain,0
7131,33.0,77,6.5,96.0,partly cloudy,1001.42,2,Summer,4.5,mountain,1
1829,16.0,88,12.5,53.0,overcast,994.58,2,Spring,1.5,coastal,1
5811,4.0,83,9.0,87.0,partly cloudy,984.72,1,Winter,5.0,mountain,3
2006,42.0,55,0.5,1.0,clear,1012.65,6,Winter,9.0,coastal,2
9846,11.0,87,20.0,95.0,overcast,1013.8,1,Autumn,2.5,coastal,1
370,16.0,58,7.5,38.0,partly cloudy,1001.5,1,Winter,7.5,coastal,0
11324,38.0,63,5.5,0.0,clear,1021.59,6,Spring,8.5,mountain,2
12745,3.0,75,14.5,71.0,overcast,987.78,1,Winter,2.0,mountain,3
8446,16.0,83,8.0,95.0,overcast,1012.67,0,Winter,5.0,coastal,1
5379,14.0,82,5.5,73.0,partly cloudy,1001.46,1,Winter,3.5,coastal,1
4861,18.0,65,13.5,17.0,overcast,1010.47,3,Summer,6.5,coastal,0
11898,26.0,67,7.0,43.0,partly cloudy,1000.6,4,Spring,8.0,mountain,0
12563,33.0,94,13.5,67.0,overcast,997.77,3,Spring,4.5,coastal,1
3600,-3.0,86,3.0,82.0,overcast,996.59,1,Winter,4.0,mountain,3
5087,17.0,61,9.5,45.0,overcast,1019.92,3,Winter,5.5,coastal,0
12984,37.0,88,16.5,71.0,partly cloudy,1014.15,4,Summer,7.5,inland,0
3935,22.0,27,1.5,7.0,clear,1016.49,8,Winter,8.0,mountain,2
1705,12.0,72,0.0,36.0,overcast,1010.8,4,Summer,7.5,mountain,0
6149,-9.0,64,13.5,89.0,overcast,997.55,1,Winter,3.0,inland,3
2407,16.0,57,1.5,27.0,overcast,1009.43,4,Spring,7.0,mountain,0
4013,17.0,60,5.5,46.0,partly cloudy,1016.46,1,Spring,6.0,mountain,0
9223,-4.0,70,0.5,54.0,overcast,991.22,0,Winter,2.5,mountain,3
608,39.0,29,0.5,16.0,clear,1017.52,5,Spring,6.0,coastal,2
11953,-9.0,75,4.0,58.0,overcast,984.92,1,Winter,5.0,inland,3
11867,25.0,58,6.5,45.0,partly cloudy,1014.9,4,Autumn,8.5,coastal,0
12621,42.0,43,2.0,6.0,clear,1023.39,5,Winter,6.5,inland,2
11384,32.0,55,11.5,28.0,partly cloudy,1016.77,3,Spring,5.0,mountain,0
6614,1.0,92,3.5,95.0,overcast,994.98,1,Winter,4.0,inland,3
6023,28.0,77,14.5,29.0,overcast,1004.84,3,Winter,5.5,inland,0
4187,-7.0,69,17.5,53.0,overcast,980.21,0,Winter,2.0,mountain,3
4532,18.0,83,17.5,97.0,overcast,1018.18,3,Spring,4.0,inland,1
10079,13.0,90,5.0,54.0,overcast,1004.02,1,Winter,2.0,mountain,1
1447,-5.0,60,2.0,94.0,overcast,993.24,1,Winter,3.0,inland,3
12175,43.0,68,6.0,13.0,partly cloudy,1025.28,9,Spring,6.0,coastal,2
12858,17.0,51,8.0,21.0,partly cloudy,1006.15,2,Summer,7.0,coastal,0
1521,-2.0,65,8.0,51.0,partly cloudy,982.0,1,Winter,4.5,inland,3
509,20.0,48,9.0,8.0,clear,1012.09,10,Summer,6.5,coastal,2
6633,-6.0,71,17.0,94.0,partly cloudy,982.37,0,Winter,2.5,inland,3
10478,27.0,60,6.0,24.0,overcast,1012.08,3,Winter,8.5,mountain,0
11137,2.0,68,7.5,89.0,overcast,996.26,1,Winter,2.5,mountain,3
12805,-2.0,97,17.5,60.0,overcast,982.42,0,Winter,3.0,inland,3
10896,45.0,95,2.5,84.0,clear,1010.47,8,Summer,3.5,mountain,2
10952,24.0,39,1.5,16.0,clear,1025.14,7,Summer,9.0,inland,2
7234,25.0,78,13.0,50.0,overcast,1019.76,0,Winter,2.5,mountain,1
9617,18.0,60,14.5,95.0,overcast,1001.15,3,Winter,3.5,inland,1
8579,30.0,53,0.5,30.0,partly cloudy,1000.77,1,Winter,7.5,mountain,0
829,31.0,68,13.5,82.0,overcast,1019.94,3,Spring,2.0,inland,1
4932,38.0,33,9.5,3.0,clear,1010.86,10,Autumn,7.0,mountain,2
7376,24.0,66,0.0,17.0,clear,1016.07,8,Autumn,8.5,coastal,2
9976,-5.0,77,17.5,62.0,overcast,984.25,0,Winter,3.0,inland,3
796,18.0,75,15.5,67.0,overcast,1015.03,0,Spring,2.0,mountain,1
12182,13.0,71,9.0,41.0,partly cloudy,1019.47,1,Summer,8.0,inland,0
215,10.0,80,17.0,69.0,overcast,1012.7,3,Summer,1.5,coastal,1
8580,17.0,76,3.0,40.0,partly cloudy,1011.62,2,Winter,5.5,inland,0
13082,35.0,23,7.0,5.0,clear,1025.93,10,Winter,5.0,inland,2
5059,4.0,61,4.0,89.0,overcast,988.98,1,Winter,2.5,inland,3
996,34.0,55,6.5,19.0,partly cloudy,1018.38,5,Autumn,7.5,inland,2
8739,21.0,47,5.0,14.0,clear,1018.31,10,Winter,5.5,coastal,2
8699,22.0,51,4.5,31.0,overcast,1002.13,3,Spring,6.0,inland,0
9405,11.0,78,19.0,64.0,overcast,1018.65,2,Summer,2.0,inland,1
4010,-1.0,78,19.0,69.0,overcast,986.34,0,Winter,4.0,inland,3
9768,18.0,86,7.0,66.0,partly cloudy,1011.66,3,Summer,3.5,mountain,1
7324,-1.0,60,15.0,57.0,overcast,987.44,0,Winter,2.5,mountain,3
10629,39.0,57,8.5,0.0,clear,1027.85,9,Spring,9.0,mountain,2
5321,25.0,69,12.5,46.0,partly cloudy,1013.61,4,Autumn,6.0,mountain,0
115,1.0,81,9.5,63.0,overcast,983.99,1,Winter,3.5,mountain,3
11646,38.0,39,9.0,10.0,clear,1018.1,10,Summer,7.0,coastal,2
7823,-2.0,95,1.5,69.0,partly cloudy,995.9,1,Winter,5.0,mountain,3
12533,4.0,92,19.0,80.0,overcast,985.07,1,Winter,4.5,inland,3
8691,-9.0,84,12.5,74.0,overcast,990.03,0,Winter,1.5,mountain,3
2451,10.0,85,17.0,59.0,overcast,1010.03,1,Summer,2.0,mountain,1
3652,19.0,99,8.5,99.0,partly cloudy,1004.36,7,Spring,5.5,mountain,0
658,3.0,64,15.0,54.0,overcast,990.39,0,Winter,1.5,inland,3
7606,27.0,33,10.0,7.0,clear,1020.29,10,Winter,6.5,mountain,2
1255,-2.0,95,18.5,50.0,overcast,994.53,0,Winter,4.0,inland,3
12572,17.0,62,14.0,85.0,partly cloudy,991.8,1,Spring,2.5,mountain,1
7190,30.0,65,16.5,73.0,overcast,994.36,1,Winter,3.0,inland,1
9272,29.0,86,7.5,72.0,overcast,990.49,0,Autumn,2.5,mountain,1
8552,26.0,70,4.0,13.0,partly cloudy,1014.35,2,Spring,6.0,mountain,0
2892,14.0,76,16.5,96.0,partly cloudy,993.09,2,Winter,5.0,coastal,1
9483,22.0,51,1.5,35.0,overcast,1005.28,3,Winter,8.5,mountain,0
2690,16.0,85,8.5,72.0,overcast,1018.96,1,Spring,3.0,coastal,1
6237,30.0,56,2.5,18.0,clear,1025.68,7,Winter,8.5,mountain,2
9701,23.0,73,9.5,73.0,overcast,1007.4,1,Winter,1.0,mountain,1
1786,-7.0,75,12.5,94.0,overcast,981.44,0,Winter,3.5,inland,3
8141,3.0,99,2.5,72.0,overcast,986.55,0,Winter,3.5,inland,3
6759,41.0,83,1.5,88.0,clear,1015.85,4,Summer,3.0,inland,2
8237,21.0,60,2.0,28.0,partly cloudy,1006.45,4,Autumn,8.0,coastal,0
8906,15.0,59,13.5,14.0,partly cloudy,1010.47,1,Winter,8.0,coastal,0
188,10.0,80,16.5,99.0,overcast,1005.34,3,Spring,3.5,coastal,1
11980,12.0,87,19.5,61.0,partly cloudy,1008.48,2,Spring,3.0,mountain,1
3869,26.0,24,1.0,5.0,clear,1023.01,6,Winter,6.5,mountain,2
8057,32.0,75,9.0,28.0,overcast,1014.35,3,Autumn,8.5,inland,0
8529,0.0,64,8.5,75.0,overcast,988.73,0,Winter,2.0,mountain,3
12779,11.0,78,6.5,96.0,overcast,1003.38,2,Winter,1.5,mountain,1
5636,15.0,90,6.5,97.0,overcast,1018.37,2,Summer,2.0,coastal,1
6955,31.0,73,11.5,86.0,overcast,1012.91,0,Spring,4.0,coastal,1
618,24.0,78,7.0,27.0,partly cloudy,1004.99,4,Summer,6.5,coastal,0
