,temperature,humidity,wind speed,precipitation (%),cloud cover,atmospheric pressure,uv index,season,visibility (km),location,weather type
1357,34.0,51,10.0,13.0,cloudy,957.62,7,Spring,8.5,inland,0
1359,28.0,20,5.5,6.0,clear,1012.95,5,Summer,8.5,inland,2
1363,37.0,51,9.5,5.0,clear,1025.58,5,Autumn,8.5,mountain,2
1364,32.0,22,7.5,16.0,partly cloudy,1013.16,10,Winter,8.0,coastal,2
1365,-7.0,61,2.5,79.0,overcast,990.5,0,Winter,3.5,inland,3
1366,4.0,72,15.5,85.0,partly cloudy,987.58,0,Winter,1.5,inland,3
1367,33.0,98,10.0,65.0,partly cloudy,1019.95,3,Autumn,3.0,mountain,1
1368,4.0,99,8.0,72.0,overcast,994.81,0,Winter,3.0,mountain,3
1369,31.0,37,9.5,7.0,clear,1029.3,8,Winter,8.0,coastal,2
1370,0.0,85,7.5,97.0,overcast,991.21,0,Winter,1.5,inland,3
1371,24.0,69,1.5,40.0,overcast,1016.15,2,Winter,8.5,mountain,0
1372,42.0,55,8.0,12.0,clear,1019.58,6,Spring,8.5,mountain,2
1373,21.0,89,13.0,85.0,partly cloudy,1006.31,2,Spring,4.0,inland,1
1374,22.0,63,12.5,53.0,overcast,999.26,2,Spring,4.5,mountain,1
1375,31.0,62,9.5,34.0,partly cloudy,1013.78,2,Winter,5.0,coastal,0
1376,14.0,79,5.0,69.0,overcast,1013.9,1,Summer,3.0,coastal,1
1378,2.0,72,12.5,90.0,overcast,998.38,1,Winter,2.5,mountain,3
1379,22.0,77,13.0,36.0,partly cloudy,1019.44,2,Winter,5.0,inland,0
1381,-7.0,63,19.0,70.0,overcast,999.25,0,Winter,4.5,inland,3
1382,42.0,58,6.0,3.0,clear,1024.36,9,Winter,8.0,inland,2
1383,36.0,22,0.0,3.0,clear,1012.66,10,Spring,9.0,inland,2
1384,12.0,50,3.5,25.0,overcast,1016.78,1,Summer,6.0,inland,0
1385,11.0,96,6.0,69.0,overcast,990.04,3,Spring,1.0,inland,1
1387,0.0,63,18.0,54.0,overcast,986.52,0,Winter,4.0,inland,3
1389,29.0,42,0.0,14.0,partly cloudy,1029.98,7,Spring,7.5,mountain,2
1390,18.0,64,12.0,19.0,partly cloudy,1005.91,3,Summer,5.5,mountain,0
1391,28.0,59,13.0,25.0,partly cloudy,1010.5,3,Summer,8.0,coastal,0
1392,10.0,76,11.0,12.0,overcast,1003.75,2,Summer,7.5,inland,0
1393,11.0,50,10.5,43.0,partly cloudy,1001.03,3,Spring,8.0,coastal,0
1394,-2.0,79,7.5,75.0,overcast,988.72,0,Winter,3.5,mountain,3
1395,24.0,28,4.0,3.0,clear,1026.76,9,Winter,6.0,inland,2
1396,30.0,57,5.5,26.0,overcast,1001.03,3,Spring,8.5,inland,0
1397,18.0,68,3.0,36.0,partly cloudy,1005.69,1,Winter,5.5,coastal,0
1398,10.0,65,7.0,21.0,overcast,1012.63,1,Summer,8.0,inland,0
1399,3.0,85,14.5,87.0,overcast,980.37,1,Winter,1.0,inland,3
1400,2.0,62,9.0,71.0,overcast,998.28,0,Winter,1.0,inland,3
1401,10.0,76,18.0,86.0,overcast,1008.39,0,Winter,5.0,mountain,1
1402,14.0,60,4.5,23.0,overcast,1019.56,1,Summer,6.5,coastal,0
1403,18.0,64,15.5,96.0,overcast,997.09,1,Winter,4.5,inland,1
1404,4.0,88,10.0,86.0,overcast,998.67,0,Winter,1.5,mountain,3
1407,38.0,62,0.5,6.0,partly cloudy,1014.63,9,Autumn,8.0,coastal,2
1408,11.0,55,0.5,16.0,overcast,1016.35,4,Spring,6.5,inland,0
1409,31.0,59,11.0,44.0,partly cloudy,1002.75,4,Summer,8.0,mountain,0
1411,10.0,60,2.5,20.0,overcast,1000.1,1,Winter,8.5,coastal,0
1412,18.0,77,13.5,25.0,partly cloudy,1006.22,4,Autumn,5.5,mountain,0
1413,24.0,69,8.0,52.0,overcast,1011.15,0,Summer,1.5,inland,1
1414,1.0,92,11.0,80.0,partly cloudy,999.17,0,Winter,4.0,mountain,3
1415,10.0,55,13.0,21.0,partly cloudy,1017.82,2,Summer,8.5,mountain,0
1416,26.0,39,9.5,6.0,clear,1028.53,7,Spring,9.0,coastal,2
1417,32.0,39,7.5,3.0,clear,1021.43,9,Autumn,5.5,inland,2
1418,11.0,67,15.0,88.0,overcast,1000.85,2,Autumn,1.5,inland,1
1419,-10.0,89,3.5,92.0,overcast,980.34,0,Winter,2.5,inland,3
1420,24.0,67,12.5,58.0,overcast,1013.67,0,Winter,4.0,mountain,1
1421,0.0,69,6.0,98.0,overcast,997.78,0,Winter,4.5,inland,3
1422,37.0,29,6.0,17.0,clear,1028.59,5,Autumn,9.5,coastal,2
1425,14.0,76,4.0,47.0,overcast,1017.23,1,Summer,7.5,mountain,0
1426,36.0,29,7.5,8.0,partly cloudy,1025.76,9,Summer,8.0,inland,2
1427,35.0,63,6.0,10.0,clear,1015.73,5,Spring,8.0,inland,2
1428,21.0,94,17.5,81.0,overcast,1011.44,2,Summer,3.5,inland,1
1429,41.0,31,1.5,7.0,clear,1028.34,5,Summer,6.0,mountain,2
1430,22.0,48,2.0,18.0,clear,1015.1,7,Spring,9.0,coastal,2
1431,21.0,62,2.5,5.0,partly cloudy,1021.28,10,Spring,9.5,mountain,2
1432,19.0,57,13.0,17.0,partly cloudy,1014.16,3,Autumn,8.0,mountain,0
1433,32.0,61,16.5,72.0,overcast,1008.85,1,Spring,2.0,inland,1
1434,-10.0,69,12.0,86.0,overcast,985.56,1,Winter,1.0,inland,3
1436,27.0,53,13.0,29.0,partly cloudy,1018.62,4,Autumn,6.5,inland,0
1437,41.0,45,1.5,14.0,partly cloudy,1016.79,8,Spring,9.0,mountain,2
1438,1.0,76,20.0,91.0,overcast,984.85,0,Winter,1.5,mountain,3
1439,25.0,94,13.5,99.0,overcast,1005.95,10,Spring,1.5,mountain,0
1440,-1.0,43,9.5,70.0,overcast,964.74,4,Autumn,8.0,coastal,3
1441,15.0,58,6.0,11.0,partly cloudy,1012.18,1,Spring,7.5,inland,0
1442,4.0,63,2.0,74.0,overcast,995.02,1,Winter,1.0,inland,3
1443,29.0,37,4.0,6.0,partly cloudy,1015.28,10,Spring,7.0,coastal,2
1445,-10.0,85,19.0,71.0,overcast,989.02,0,Winter,2.5,mountain,3
1446,15.0,79,16.0,72.0,partly cloudy,997.07,3,Winter,4.0,mountain,1
1447,-5.0,60,2.0,94.0,overcast,993.24,1,Winter,3.0,inland,3
1448,30.0,76,8.0,44.0,partly cloudy,1019.75,4,Autumn,5.5,coastal,0
1450,-2.0,91,14.5,69.0,overcast,998.51,1,Winter,3.0,mountain,3
1451,33.0,85,9.0,54.0,overcast,1007.49,1,Winter,1.5,inland,1
1452,-6.0,97,7.0,52.0,overcast,985.41,0,Winter,3.0,mountain,3
1453,-4.0,67,5.5,62.0,overcast,987.01,1,Winter,4.5,mountain,3
1454,30.0,72,6.5,94.0,overcast,999.3,0,Summer,5.0,mountain,1
1455,30.0,68,17.0,74.0,overcast,1017.1,2,Autumn,3.5,mountain,1
1457,28.0,62,6.5,69.0,overcast,994.82,1,Winter,3.0,mountain,1
1458,-1.0,72,13.0,74.0,overcast,986.98,1,Winter,1.0,mountain,3
1461,27.0,56,11.0,16.0,partly cloudy,1014.73,4,Winter,6.5,coastal,0
1462,25.0,84,15.5,91.0,clear,1018.5,6,Summer,8.0,inland,2
1463,21.0,50,0.0,9.0,clear,1011.39,7,Summer,6.5,coastal,2
1465,2.0,65,19.0,63.0,partly cloudy,990.69,1,Winter,4.5,mountain,3
1466,-9.0,79,3.5,92.0,overcast,990.14,1,Winter,1.5,inland,3
1467,22.0,74,5.5,25.0,partly cloudy,1019.5,2,Spring,7.0,coastal,0
1468,18.0,68,19.0,85.0,overcast,992.68,1,Autumn,1.5,mountain,1
1469,21.0,30,4.0,8.0,clear,1021.37,5,Autumn,9.0,inland,2
1470,28.0,99,11.0,82.0,partly cloudy,1008.11,3,Autumn,4.5,coastal,1
1471,13.0,71,6.0,54.0,overcast,1011.35,3,Winter,1.5,coastal,1
1472,24.0,50,9.5,10.0,partly cloudy,1010.49,7,Spring,7.0,coastal,2
1473,44.0,45,3.5,14.0,partly cloudy,1024.65,7,Spring,8.0,mountain,2
1477,18.0,94,18.5,67.0,overcast,1019.23,3,Spring,2.5,coastal,1
1479,14.0,73,8.5,64.0,overcast,1001.87,3,Summer,2.5,inland,1
1480,25.0,30,1.5,18.0,clear,1013.47,10,Autumn,7.5,inland,2
1481,16.0,71,15.0,43.0,partly cloudy,1007.61,2,Spring,5.5,coastal,0
1482,26.0,97,18.0,61.0,partly cloudy,1019.45,3,Winter,1.5,mountain,1
1483,19.0,98,13.0,82.0,overcast,1018.0,3,Autumn,3.5,mountain,1
1484,-10.0,76,4.5,99.0,overcast,982.04,1,Winter,2.0,mountain,3
1485,4.0,70,5.5,56.0,overcast,982.94,1,Winter,4.0,mountain,3
1486,-8.0,86,19.5,97.0,overcast,980.75,1,Winter,1.0,inland,3
1487,-3.0,83,16.0,90.0,overcast,991.07,0,Winter,3.0,inland,3
1488,27.0,61,2.5,51.0,cloudy,1045.38,4,Summer,7.0,inland,0
1489,15.0,79,7.5,39.0,overcast,1018.48,1,Winter,9.0,coastal,0
1490,38.0,47,3.0,18.0,partly cloudy,1015.46,5,Autumn,6.5,mountain,2
1491,21.0,92,7.5,69.0,overcast,996.42,2,Summer,2.0,coastal,1
1492,-7.0,94,3.0,98.0,overcast,994.79,0,Winter,4.5,mountain,3
1493,21.0,84,2.5,87.0,clear,1025.02,4,Autumn,4.0,coastal,2
1494,21.0,93,13.5,87.0,overcast,1016.31,1,Winter,1.5,coastal,1
1495,21.0,76,11.5,30.0,partly cloudy,1003.34,3,Winter,6.0,inland,0
1496,0.0,68,16.0,91.0,overcast,998.36,1,Winter,2.0,mountain,3
1497,36.0,26,9.0,5.0,clear,1016.29,6,Winter,6.0,coastal,2
1499,24.0,69,4.0,12.0,clear,1027.77,10,Spring,9.5,coastal,2
1501,33.0,49,9.0,5.0,clear,1022.71,9,Summer,9.0,coastal,2
1503,-3.0,90,16.5,55.0,overcast,988.24,1,Winter,1.5,inland,3
1504,13.0,56,3.5,15.0,partly cloudy,1002.48,2,Summer,7.0,inland,0
1506,27.0,85,10.0,68.0,overcast,1015.94,0,Summer,3.5,mountain,1
1507,-10.0,79,18.5,96.0,partly cloudy,986.35,0,Winter,1.5,mountain,3
1508,10.0,97,6.0,94.0,overcast,1002.36,0,Autumn,4.5,mountain,1
1509,21.0,33,3.0,3.0,clear,1021.58,7,Autumn,6.5,coastal,2
1511,20.0,69,17.0,87.0,overcast,1007.12,3,Winter,2.5,mountain,1
1512,27.0,58,14.5,13.0,partly cloudy,1016.87,4,Summer,7.5,mountain,0
1513,28.0,71,9.0,66.0,partly cloudy,1007.58,1,Spring,2.0,inland,1
1514,20.0,89,18.0,68.0,overcast,1019.78,2,Autumn,4.5,coastal,1
1515,-7.0,89,0.5,76.0,overcast,994.46,1,Winter,2.0,inland,3
1516,33.0,72,11.0,18.0,overcast,1010.18,1,Summer,8.5,coastal,0
1517,28.0,79,13.0,50.0,overcast,1015.66,0,Summer,4.0,inland,1
1518,-8.0,92,11.5,54.0,overcast,994.5,1,Winter,3.0,inland,3
1519,39.0,66,5.0,11.0,clear,1024.35,5,Spring,9.0,mountain,2
1520,19.0,72,7.0,57.0,overcast,1001.28,0,Spring,3.5,mountain,1
1521,-2.0,65,8.0,51.0,partly cloudy,982.0,1,Winter,4.5,inland,3
1522,22.0,86,5.5,94.0,overcast,999.78,3,Autumn,1.0,mountain,1
1523,31.0,67,13.5,54.0,overcast,1014.14,0,Autumn,2.5,inland,1
1524,15.0,61,7.0,40.0,partly cloudy,1003.17,2,Winter,7.0,mountain,0
1525,-9.0,46,6.5,35.0,partly cloudy,978.59,7,Autumn,0.5,inland,0
1526,28.0,60,5.5,28.0,overcast,1000.63,1,Summer,9.0,mountain,0
1527,13.0,93,18.0,94.0,overcast,995.06,1,Winter,2.5,coastal,1
1530,23.0,75,16.5,86.0,overcast,1017.64,2,Winter,1.5,inland,1
1531,30.0,66,18.0,87.0,overcast,1015.52,0,Winter,4.5,mountain,1
1532,0.0,98,7.0,66.0,overcast,986.05,0,Winter,3.5,inland,3
1533,17.0,62,9.0,11.0,overcast,1016.34,2,Summer,7.5,mountain,0
1535,20.0,67,1.5,42.0,overcast,1007.52,4,Autumn,7.0,inland,0
1536,23.0,77,7.5,49.0,partly cloudy,1010.4,2,Winter,8.5,coastal,0
1537,11.0,53,5.5,13.0,overcast,1016.57,3,Autumn,6.5,inland,0
1538,-7.0,67,18.0,50.0,overcast,999.37,1,Winter,1.5,mountain,3
1539,34.0,60,11.5,42.0,overcast,1001.32,1,Winter,6.5,coastal,0
1540,-5.0,89,5.0,64.0,overcast,994.57,0,Winter,5.0,mountain,3
1541,14.0,75,4.0,10.0,partly cloudy,1000.16,4,Autumn,6.0,mountain,0
1542,42.0,55,5.5,15.0,clear,1027.66,6,Summer,7.5,coastal,2
1543,32.0,21,2.5,8.0,partly cloudy,1029.34,7,Winter,9.0,mountain,2
1545,35.0,65,9.5,12.0,partly cloudy,1018.19,7,Autumn,5.5,coastal,2
1546,18.0,64,19.5,98.0,partly cloudy,1003.54,1,Summer,3.5,inland,1
1547,-10.0,85,8.0,69.0,overcast,985.76,1,Winter,1.5,mountain,3
1548,-9.0,71,9.0,50.0,partly cloudy,994.09,1,Winter,2.5,inland,3
1549,32.0,60,11.0,49.0,partly cloudy,1007.94,1,Autumn,6.5,mountain,0
1550,27.0,69,4.5,4.0,clear,1011.56,7,Autumn,9.5,coastal,2
1552,-10.0,67,1.0,59.0,partly cloudy,983.52,0,Winter,5.0,mountain,3
1553,-4.0,78,9.0,58.0,overcast,991.09,1,Winter,2.0,inland,3
1555,32.0,31,3.5,9.0,partly cloudy,1026.58,8,Autumn,9.0,coastal,2
1556,23.0,90,13.5,53.0,overcast,992.4,3,Spring,3.0,inland,1
1559,18.0,51,7.0,38.0,overcast,1005.6,3,Spring,8.5,mountain,0
1560,11.0,67,8.5,59.0,overcast,1004.46,2,Summer,4.5,coastal,1
1561,1.0,60,2.5,61.0,partly cloudy,995.83,1,Winter,2.5,mountain,3
1562,4.0,74,8.5,91.0,overcast,994.86,1,Winter,2.5,inland,3
1564,22.0,79,3.5,37.0,overcast,1008.08,3,Summer,7.0,inland,0
1565,10.0,69,10.5,10.0,partly cloudy,1007.75,1,Summer,7.0,coastal,0
1566,21.0,60,17.5,62.0,partly cloudy,1010.93,0,Spring,3.5,mountain,1
1567,23.0,70,14.5,64.0,overcast,1014.51,3,Summer,3.5,mountain,1
1568,0.0,63,6.5,63.0,overcast,989.02,0,Winter,1.5,inland,3
1569,25.0,49,9.0,17.0,partly cloudy,1016.51,5,Summer,6.5,mountain,2
1570,-7.0,94,16.5,86.0,overcast,995.55,1,Winter,3.5,inland,3
1571,30.0,61,12.0,20.0,partly cloudy,1018.24,1,Autumn,5.5,coastal,0
1572,0.0,94,7.5,63.0,overcast,981.13,0,Winter,2.0,inland,3
1574,29.0,74,6.5,33.0,overcast,1010.9,1,Summer,8.0,coastal,0
1575,10.0,77,18.0,62.0,overcast,1002.6,3,Autumn,3.0,coastal,1
1576,-7.0,52,1.5,24.0,overcast,1078.7,10,Winter,4.5,inland,3
1577,23.0,64,7.5,47.0,partly cloudy,1015.4,4,Autumn,6.0,mountain,0
1578,-3.0,86,10.5,60.0,overcast,997.64,1,Winter,1.5,inland,3
1580,3.0,96,4.0,95.0,overcast,992.62,1,Winter,4.0,inland,3
1581,26.0,53,9.0,2.0,partly cloudy,1022.27,9,Autumn,9.0,inland,2
1582,18.0,68,13.0,32.0,partly cloudy,1006.26,3,Summer,5.5,inland,0
1583,-4.0,97,18.5,86.0,overcast,985.92,0,Winter,1.0,mountain,3
1584,14.0,66,4.0,29.0,partly cloudy,1009.07,1,Spring,6.5,inland,0
1585,-6.0,75,13.5,54.0,overcast,991.67,0,Winter,2.0,inland,3
1586,-4.0,89,18.0,87.0,partly cloudy,987.18,1,Winter,3.0,mountain,3
1587,14.0,92,13.0,98.0,partly cloudy,1005.5,1,Winter,3.5,mountain,1
1588,17.0,85,16.5,79.0,overcast,1017.45,3,Autumn,4.0,mountain,1
1589,25.0,51,7.0,18.0,clear,1028.26,8,Autumn,9.5,inland,2
1590,34.0,78,13.5,17.0,overcast,1014.32,3,Winter,9.0,coastal,0
1591,21.0,57,1.0,21.0,partly cloudy,1014.06,3,Summer,7.5,inland,0
1593,37.0,66,6.0,11.0,clear,1029.68,9,Autumn,10.0,inland,2
1594,11.0,67,8.0,17.0,partly cloudy,1005.72,4,Summer,6.0,inland,0
1595,11.0,52,2.5,44.0,overcast,1004.77,2,Winter,8.5,mountain,0
1597,-8.0,75,9.5,56.0,partly cloudy,998.57,0,Winter,5.0,inland,3
1599,18.0,61,13.5,28.0,partly cloudy,1016.33,3,Spring,6.0,inland,0
1601,27.0,63,7.5,45.0,partly cloudy,1016.25,3,Spring,5.5,mountain,0
1602,6.0,76,12.0,32.0,overcast,976.45,7,Summer,3.0,coastal,0
1603,-7.0,74,0.5,72.0,overcast,982.31,1,Winter,3.0,mountain,3
1604,2.0,88,3.5,65.0,overcast,980.94,1,Winter,1.0,inland,3
1607,40.0,32,3.0,4.0,clear,1010.25,7,Spring,7.5,mountain,2
1610,36.0,39,10.0,6.0,clear,1013.25,10,Autumn,9.0,mountain,2
1611,-1.0,61,0.0,73.0,overcast,985.88,0,Winter,2.0,mountain,3
1612,28.0,92,18.0,98.0,overcast,1004.7,0,Winter,4.5,inland,1
1613,-4.0,84,13.5,99.0,overcast,992.85,1,Winter,1.5,inland,3
1614,10.0,87,12.5,57.0,overcast,993.1,3,Winter,5.0,coastal,1
1615,14.0,81,6.5,82.0,overcast,1010.85,0,Spring,2.0,coastal,1
1616,16.0,69,8.5,22.0,partly cloudy,1006.42,3,Autumn,8.0,inland,0
1617,-10.0,80,17.0,84.0,overcast,980.93,1,Winter,2.5,mountain,3
1619,18.0,79,10.5,37.0,partly cloudy,1016.76,3,Autumn,8.0,inland,0
1620,19.0,65,3.0,41.0,overcast,1012.48,2,Spring,6.5,inland,0
1621,31.0,55,8.0,33.0,overcast,1006.48,1,Autumn,6.5,coastal,0
1622,28.0,67,10.0,42.0,partly cloudy,1011.76,2,Autumn,5.0,inland,0
1623,2.0,72,16.5,57.0,overcast,994.53,1,Winter,4.5,mountain,3
1624,-2.0,79,3.0,98.0,overcast,988.81,1,Winter,3.0,inland,3
1625,-9.0,92,6.5,90.0,overcast,998.63,1,Winter,5.0,inland,3
1627,19.0,72,1.0,33.0,partly cloudy,1010.56,4,Winter,5.5,coastal,0
1628,-7.0,86,17.0,95.0,overcast,999.62,1,Winter,1.0,mountain,3
1630,12.0,78,11.0,66.0,overcast,1006.86,0,Spring,3.0,inland,1
1631,39.0,63,1.5,15.0,clear,1027.49,10,Spring,9.5,mountain,2
1633,41.0,39,8.0,8.0,clear,1017.26,9,Winter,6.5,mountain,2
1634,0.0,92,16.5,80.0,overcast,987.42,1,Winter,4.0,mountain,3
1635,3.0,91,9.5,64.0,overcast,993.39,1,Winter,2.0,inland,3
1636,4.0,66,3.5,95.0,overcast,994.68,0,Winter,4.5,mountain,3
1637,33.0,63,5.0,96.0,overcast,1019.09,0,Summer,2.0,mountain,1
1639,29.0,65,1.0,5.0,clear,1014.66,5,Summer,8.5,inland,2
1640,11.0,65,6.0,53.0,partly cloudy,1003.38,1,Summer,4.5,coastal,1
1641,-2.0,66,18.5,76.0,partly cloudy,987.65,1,Winter,5.0,inland,3
1642,23.0,99,15.5,80.0,partly cloudy,1004.44,0,Summer,1.0,mountain,1
1643,39.0,26,6.0,8.0,clear,1017.33,5,Spring,8.5,inland,2
1644,1.0,93,14.0,56.0,overcast,992.89,0,Winter,2.5,inland,3
1645,26.0,73,0.5,24.0,partly cloudy,1006.51,1,Winter,5.5,inland,0
1646,-7.0,99,2.5,53.0,overcast,997.66,0,Winter,4.5,inland,3
1648,22.0,24,8.0,3.0,clear,1029.3,8,Spring,10.0,coastal,2
1649,20.0,60,0.5,18.0,partly cloudy,1015.43,9,Winter,9.0,mountain,2
1650,-8.0,72,2.5,86.0,partly cloudy,992.17,0,Winter,3.5,mountain,3
1651,11.0,72,1.0,46.0,overcast,1015.33,2,Winter,5.0,coastal,0
1652,24.0,53,4.0,28.0,partly cloudy,1010.46,1,Winter,7.5,mountain,0
1653,28.0,69,8.5,83.0,partly cloudy,1012.89,2,Summer,1.0,inland,1
1654,21.0,75,1.0,15.0,partly cloudy,1005.52,1,Winter,8.5,mountain,0
1655,16.0,71,9.5,17.0,partly cloudy,1014.68,4,Summer,6.0,coastal,0
1656,17.0,77,11.5,46.0,overcast,1011.69,2,Winter,5.5,coastal,0
1658,44.0,60,10.0,17.0,partly cloudy,1019.82,9,Winter,6.5,coastal,2
1659,10.0,92,5.0,56.0,overcast,1006.85,2,Autumn,1.5,inland,1
1660,-10.0,71,12.5,67.0,partly cloudy,992.89,0,Winter,4.0,mountain,3
1661,3.0,91,17.5,94.0,overcast,998.51,0,Winter,1.5,inland,3
1662,28.0,63,13.5,93.0,overcast,994.29,2,Autumn,3.0,mountain,1
1663,16.0,70,15.0,59.0,overcast,996.48,0,Spring,4.0,coastal,1
1664,1.0,85,4.0,59.0,overcast,983.49,1,Winter,3.5,inland,3
1665,22.0,51,7.0,27.0,partly cloudy,1014.24,3,Autumn,5.0,inland,0
1666,30.0,54,1.0,19.0,clear,1018.26,5,Winter,7.5,mountain,2
1667,10.0,81,11.5,75.0,partly cloudy,1006.82,3,Summer,3.5,inland,1
1668,2.0,75,2.5,74.0,overcast,998.57,1,Winter,2.5,inland,3
1669,23.0,51,2.5,1.0,clear,1018.72,9,Winter,5.5,mountain,2
1670,21.0,60,2.5,2.0,clear,1018.96,10,Spring,6.5,inland,2
1672,19.0,74,7.5,92.0,overcast,993.95,0,Spring,2.0,mountain,1
1673,26.0,76,2.5,40.0,partly cloudy,1000.01,4,Spring,6.5,coastal,0
1674,-1.0,79,20.0,70.0,overcast,997.21,1,Winter,4.5,mountain,3
1675,-1.0,60,1.5,62.0,overcast,982.73,0,Winter,3.0,mountain,3
1676,10.0,83,11.5,72.0,overcast,1005.5,1,Summer,3.5,coastal,1
1677,17.0,81,18.0,89.0,partly cloudy,995.4,2,Summer,1.5,inland,1
1678,25.0,57,4.5,24.0,partly cloudy,1006.4,4,Winter,8.5,coastal,0
1681,20.0,32,7.0,5.0,clear,1019.85,9,Autumn,6.0,coastal,2
1683,14.0,69,2.0,23.0,overcast,1013.26,1,Autumn,5.0,mountain,0
1684,1.0,96,13.5,81.0,overcast,982.25,0,Winter,3.0,inland,3
1685,42.0,33,2.0,14.0,clear,1015.7,5,Autumn,9.0,inland,2
1686,12.0,97,13.0,60.0,overcast,1019.8,0,Winter,3.0,coastal,1
1687,-4.0,94,16.0,85.0,overcast,981.71,1,Winter,2.5,inland,3
1688,27.0,38,4.5,0.0,clear,1021.59,9,Autumn,8.0,mountain,2
1690,20.0,57,9.5,5.0,partly cloudy,1028.05,5,Winter,5.5,coastal,2
1693,4.0,60,18.0,63.0,overcast,987.74,1,Winter,5.0,inland,3
1694,30.0,61,7.0,17.0,overcast,1002.87,3,Spring,9.0,mountain,0
1695,13.0,55,11.0,17.0,overcast,1000.1,4,Winter,5.5,coastal,0
1698,41.0,20,4.5,2.0,clear,1021.26,5,Spring,6.0,mountain,2
1699,-5.0,79,2.0,61.0,overcast,982.37,1,Winter,5.0,mountain,3
1700,39.0,55,7.5,0.0,clear,1011.05,5,Summer,7.0,inland,2
1701,-1.0,94,16.5,75.0,partly cloudy,983.34,1,Winter,1.0,inland,3
1703,13.0,60,1.5,31.0,overcast,1006.12,4,Autumn,6.5,coastal,0
1705,12.0,72,0.0,36.0,overcast,1010.8,4,Summer,7.5,mountain,0
1706,34.0,57,6.0,39.0,overcast,1007.32,3,Spring,6.5,coastal,0
1707,33.0,55,10.5,42.0,overcast,1017.01,4,Autumn,7.0,inland,0
1708,37.0,29,3.5,10.0,clear,1016.42,9,Autumn,8.5,coastal,2
1709,33.0,78,5.5,92.0,partly cloudy,994.83,0,Summer,1.5,mountain,1
1710,12.0,76,11.5,89.0,overcast,1013.18,1,Winter,2.5,coastal,1
1711,1.0,96,14.5,65.0,overcast,985.89,1,Winter,3.0,inland,3
1712,25.0,75,9.0,13.0,overcast,1010.59,2,Summer,5.5,coastal,0
1714,31.0,42,7.0,16.0,clear,1029.16,10,Autumn,8.5,mountain,2
1715,16.0,85,19.5,52.0,overcast,995.61,2,Autumn,3.0,coastal,1
1716,30.0,51,6.0,15.0,clear,1012.33,8,Summer,5.0,mountain,2
1718,1.0,91,13.0,80.0,partly cloudy,990.88,1,Winter,3.0,inland,3
1719,30.0,41,5.5,5.0,clear,1021.61,10,Autumn,9.5,inland,2
1720,35.0,42,4.5,10.0,clear,1016.98,7,Spring,7.0,mountain,2
1722,-9.0,71,13.0,70.0,overcast,995.26,0,Winter,5.0,mountain,3
1723,1.0,61,2.5,89.0,overcast,993.16,1,Winter,3.5,inland,3
1724,21.0,53,3.5,11.0,partly cloudy,1024.94,8,Spring,9.5,coastal,2
1725,11.0,69,7.0,28.0,partly cloudy,1006.53,1,Winter,7.0,inland,0
1726,26.0,63,6.0,65.0,overcast,991.68,1,Autumn,3.0,inland,1
1727,19.0,56,0.5,24.0,partly cloudy,1013.06,1,Autumn,5.5,inland,0
1728,11.0,76,19.5,92.0,partly cloudy,999.56,1,Summer,4.0,mountain,1
1729,-7.0,99,13.0,58.0,partly cloudy,983.05,1,Winter,1.0,mountain,3
1730,15.0,52,8.5,41.0,overcast,1000.77,3,Winter,8.0,inland,0
1731,18.0,66,7.5,44.0,overcast,1005.03,3,Autumn,6.0,mountain,0
1732,4.0,97,18.0,58.0,partly cloudy,980.6,0,Winter,1.0,mountain,3
1733,30.0,61,14.0,67.0,partly cloudy,1002.87,0,Summer,4.5,coastal,1
1734,34.0,76,2.5,41.0,overcast,1001.27,3,Winter,8.0,mountain,0
1736,1.0,72,10.5,89.0,overcast,997.46,0,Winter,1.5,inland,3
1737,14.0,96,13.5,54.0,overcast,1017.92,3,Spring,5.0,coastal,1
1738,-2.0,60,12.5,69.0,partly cloudy,988.85,1,Winter,4.0,inland,3
1740,17.0,66,6.5,21.0,partly cloudy,1014.07,4,Summer,5.5,mountain,0
1741,24.0,53,1.0,40.0,overcast,1019.95,3,Autumn,8.5,mountain,0
1742,0.0,97,14.0,66.0,overcast,999.94,1,Winter,2.0,mountain,3
1744,41.0,28,5.0,5.0,clear,1014.67,7,Winter,9.5,mountain,2
1745,20.0,68,1.0,42.0,partly cloudy,1010.27,4,Summer,5.5,inland,0
1746,1.0,64,19.5,52.0,overcast,992.43,1,Winter,3.5,inland,3
1747,1.0,91,11.0,80.0,overcast,981.37,0,Winter,3.0,inland,3
1749,43.0,67,9.0,1.0,clear,1021.86,6,Spring,8.5,coastal,2
1750,14.0,82,19.0,78.0,overcast,1006.01,0,Autumn,3.0,inland,1
1751,33.0,61,6.5,19.0,partly cloudy,1029.49,6,Summer,7.5,inland,2
1752,26.0,89,6.5,81.0,overcast,999.23,0,Autumn,3.0,mountain,1
1753,-3.0,85,13.5,53.0,overcast,992.51,0,Winter,1.0,inland,3
1754,15.0,85,19.5,51.0,partly cloudy,1002.6,3,Spring,2.5,inland,1
1755,30.0,76,11.5,42.0,partly cloudy,1007.52,2,Summer,5.5,mountain,0
1758,-4.0,92,13.5,99.0,overcast,982.61,0,Winter,1.0,mountain,3
1760,38.0,88,19.5,85.0,partly cloudy,1009.03,0,Spring,4.5,inland,0
